Questionnarie,Section,Variable name,Label,Data type,Answer_Choice_Key,Values,Length,Precision,Scale,Description,Pre-selected variables,Participant characteristics,Anthropomorphic measurements,Employment,Environment,Residency,Oral contraceptives,Pregnancy,Medications,Female health history,Menopause/menstrual Periods,Female surgery,Menopausal hormone therapy,X-Rays imaging and radiation,Personal medical history,Personal history of cancer,Family history of cancer,Family history of other medical conditions,Children's health history,Mammograms and other health screenings,Physical activity,Vitamins,Diet,Alcohol use,Smoking,Secondhand smoke,Happiness and social support,Cognitive status,Sleep habits,Medicinal cannabis,Sexual orientation,Financial stress
Q1,DIET,LOSALADD,Lo/nonfat version of salad dressing,Char,1323,"A=Always low fat, B=Sometimes, C=Rarely, Z=Problem",1,,,Q77 How often lo/nonfat version - salad dressing?,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,LOCAKE,Lo/nonfat version of cake/cookies,Char,1324,"A=Always low fat, B=Sometimes, C=Rarely, Z=Problem",1,,,Q77 How often lo/nonfat version - cake/cookies?,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,ADDSALT,Salt added to food,Char,1325,"A=Seldom/Never, B=Sometimes, C=Often",1,,,Q78 How often do you add salt to your food?,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,CHIKSKIN,Skin on chicken eaten,Char,1326,"A=Seldom/Never, B=Sometimes, C=Often",1,,,Q79 How often do you eat the skin on chicken?,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,MEATFAT,Fat on meat eaten,Char,1327,"A=Seldom/Never, B=Sometimes, C=Often",1,,,Q80 How often do you eat the fat on meat?,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,MEATBRL,Meat charbroiled/fried,Char,1328,"A=Seldom/Never, B=Sometimes, C=Often, Z=Problem",1,,,Q81 How often do you charbroil/fry your meat?,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,MEATCOOK,Meat cooked,Char,1329,"A=Rare, B=Medium, C=Well done, Z=Problem",1,,,Q82 How do you like your meat cooked?,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_dfib2,Daily Dietary Fiber (grams),Num,1421,"0.243929-80.161185, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,6,Q71-82 Daily Dietary Fiber (grams),,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_prot,Daily Dietary Protein,Num,1422,"5.69-283.6,  .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 Daily Dietary Protein,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_fat,Daily Dietary Fat,Num,1423,"5.17-270.03,  .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 Daily Dietary Fat,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_calc,Daily Dietary Calcium,Num,1424,"47.87-4309.1, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 Daily Dietary Calcium,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_sfat,Daily Dietary Saturated Fat,Num,1433,"1.21-110.8, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 Daily Dietary Saturated Fat,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_olec,Daily Dietary Oleic Acid,Num,1434,"1.22-114.9, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 Daily Dietary Oleic Acid,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_lin,Daily Dietary Linoleic Acid,Num,1435,"0.49-62.84, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 Daily Dietary Linoleic Acid,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_chol,Daily Cholesterol,Num,1436,"0.78-1342.92, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 Daily Cholesterol,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_fol,Daily Dietary Folate,Num,1437,"14.88-1636.95, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 Daily Dietary Folate,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,pctfat,% Calories from Fat,Num,1448,"4.16-75.02, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 % Calories from Fat,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_carotenoids,dietary total carotenoids,Num,1481,"12.96-46599.6, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 dietary total carotenoids,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,dt_carb2,Total grams per day of carbohydrate intake,Num,1483,"9.67-698.04, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,Q71-82 Total grams per day of carbohydrate intake,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,gi,"Average daily glycemic index (white bread as ref), GLYCLOADWB/DT_CARBS (without fiber)",Num,1484,"33.56-98.11, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,"Q71-82 Average daily glycemic index (white bread as ref), GLYCLOADWB/DT_CARBS (without fiber)",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,DIET,gl,"Average tot daily glycemic load (white bread as ref), sum: g/d * (carb-fiber)/100 * GI/100",Num,1485,"3.85-566.83, .A=Entire section missing, .B=2-6 sections blank, .C=≥4*s, .D=Daily caloric take<600 kcal, .E=Daily caloric take>5000 kcal, .O=Invalid/missing",,8,2,"Q71-82 Average tot daily glycemic load (white bread as ref), sum: g/d * (carb-fiber)/100 * GI/100",,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,CIGFIRX,RECONSTITUTED - Age first smoked,Num,1372,"10-70, .I=Invalid responses, .Z=Problem",,3,0,Q85 RECONSTITUTED - Age first smoked,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,CIGLASX,RECONSTITUTED - Age last smoked,Num,1373,"10-97, .I=Invalid responses, .Z=Problem",,3,0,Q85 RECONSTITUTED -Age last smoked,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,LES,LIFETIME EXPOSURE TO SMOKE,Num,1493,0-184.05,,8,2,Q84-88 LIFETIME EXPOSURE TO SMOKE,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,SMOKE,SMOKING GROUP,Num,1494,"1-22, 1=NoExp, 2=POCO1P, 3=POCO2P, 4=POAO, 5=POCA1P, 6=POCA2P,7=FNR10NP, 8=FNR10C, 9=FNR10A, 10=FNR10B, 11=FGT10NP 12=FGT10C,13=FGT10A, 14=FGT10B, 15=CNR10NP, 16=CNR10C, 17=CNR10A, 18=CNR10B, 19=CGT10NP, 20=CGT10C, 21=CGT10A, 22=CGT10B, .Q=Q84Blnk, .R=Q84star, .S=Q878blnv, .T=Q878blcs, .U=Q878blfs, .V=Q878stnv, .W=Q878stcs, .X=Q878stfs, .Y=Q86Blnk, .Z=Q85neg",,8,0,Q84-88 SMOKING GROUP,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,LESQUIN,"GROUPS: NO EXPOSURE, QUARTILES OF LES",Num,1495,0-4,,8,0,"Q84-88 GROUPS: NO EXPOSURE, QUARTILES OF LES",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,ALC18G,"GRAMS PER DAY OF ALCOHOL, AGE 18-22",Num,1496,"0-157.2, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,2,"Q83 GRAMS PER DAY OF ALCOHOL, AGE 18-22",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,ALC30G,"GRAMS PER DAY OF ALCOHOL, AGE 30-35",Num,1497,"0-157.2, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,2,"Q83 GRAMS PER DAY OF ALCOHOL, AGE 30-35",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,ALCYRG,"GRAMS PER DAY OF ALCOHOL, PAST YEAR",Num,1498,"0-157.2, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,2,"Q83 GRAMS PER DAY OF ALCOHOL, PAST YEAR",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,BEER18G,"GRAMS PER DAY OF BEER, AGE 18-22",Num,1499,"0-52.8, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,2,"Q83 GRAMS PER DAY OF BEER, AGE 18-22",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,WINE18G,"GRAMS PER DAY OF WINE, AGE 18-22",Num,1500,"0-44.4, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,2,"Q83 GRAMS PER DAY OF WINE, AGE 18-22",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,LIQU18G,"GRAMS PER DAY OF LIQUOR, AGE 18-22",Num,1501,"0-60, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,1,"Q83 GRAMS PER DAY OF LIQUOR, AGE 18-22",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,BEER30G,"GRAMS PER DAY OF BEER, AGE 30-35",Num,1502,"0-52.8, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,2,"Q83 GRAMS PER DAY OF BEER, AGE 30-35",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,WINE30G,"GRAMS PER DAY OF WINE, AGE 30-35",Num,1503,"0-44.4, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,2,"Q83 GRAMS PER DAY OF WINE, AGE 30-35",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,LIQU30G,"GRAMS PER DAY OF LIQUOR, AGE 30-35",Num,1504,"0-60, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,1,"Q83 GRAMS PER DAY OF LIQUOR, AGE 30-35",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,BEERYRG,"GRAMS PER DAY OF BEER, PAST YEAR",Num,1505,"0-52.8, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,2,"Q83 GRAMS PER DAY OF BEER, PAST YEAR",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,WINEYRG,"GRAMS PER DAY OF WINE, PAST YEAR",Num,1506,"0-44.4, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,2,"Q83 GRAMS PER DAY OF WINE, PAST YEAR",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,LIQUYRG,"GRAMS PER DAY OF LIQUOR, PAST YEAR",Num,1507,"0-60, .F=All alcohol types missing, .G=1+ type was blank and 1+ was reported as ""None"", .H=any of the 3 types were set to Z, .I=age<30 and so the 30-35 section should not be filled out. .J=errors in alcohol section",,8,1,"Q83 GRAMS PER DAY OF LIQUOR, PAST YEAR",,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,ALCELIG,ELIGIBLE FOR ALCOHOL ANALYSIS (RESTRICTIVE DEF),Num,1508,"0=No, 1=Yes,eligible for alcohol analysis",,8,0,Q83 ELIGIBLE FOR ALCOHOL ANALYSIS (RESTRICTIVE DEF),,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,ALCYRC,CAT OF ALCOHOL G/D PAST YR FOR BC ANALYSIS,Num,1509,"0-2, 0=None, 1=<20 g/d, 2=≥20 g/d",,8,0,Q83 CAT OF ALCOHOL G/D PAST YR FOR BC ANALYSIS,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
Q1,ALCOHOL & TOBACCO USE,SMKGRP,SMOKING STATUS CATEGORIES,Num,1610,"1-3, 1=Never, 2=Former, 3=Current",,8,0,Q84 SMOKING STATUS CATEGORIES,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,SMKEXP,SMOKING EXPOSURE CATEGORIES,Num,1611,"1-4, 1=NoExp, 2=Passive, 3=Former, 4=Current",,8,0,"Q84, 87, 88 SMOKING EXPOSURE CATEGORIES",1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,PASSEXP,PASSIVE SMOKE EXPOSURE CATEGORIES,Num,1612,"1-4, 1=NoExp, 2=Child Only, 3=Adult Only, 4=Both CH/AD",,8,0,"Q84, 87, 88 PASSIVE SMOKE EXPOSURE CATEGORIES",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q1,ALCOHOL & TOBACCO USE,TYRSSMK,TOTAL YEARS SMOKED,Num,1623,0.5-75 ,,8,1,"Q2, 84, 85 TOTAL YEARS SMOKED",1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,AVGCIGDY,AVG NUMBER OF CIGARETTES SMOKED PER DAY,Num,1624,0.5-40,,8,1,Q84-86 AVG NUMBER OF CIGARETTES SMOKED PER DAY,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,TPACKYRS,TOTAL PACK YEARS OF SMOKING,Num,1625,0.0125-140,,8,4,"Q2, 84-86 TOTAL PACK YEARS OF SMOKING",1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,TYRSQUIT,TOTAL YEARS SINCE QUIT SMOKING,Num,1626,0.5-71,,8,1,"Q2, 84-85 TOTAL YEARS SINCE QUIT SMOKING",,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,SMKPREPRG,TOTAL YEARS SMOKED PRIOR PREGNANCY,Num,1628,Jan-32,,8,0,"Q2, 28, 84, 85 TOTAL YEARS SMOKED PRIOR PREGNANCY",,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,SMKPSTPRG,TOTAL YEARS SMOKED POST PREGNANCY,Num,1629,Jan-46,,8,0,"Q2, 28, 84, 85 TOTAL YEARS SMOKED POST PREGNANCY",,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
Q1,ALCOHOL & TOBACCO USE,SMKPREG,SMOKING IN RELATION TO FIRST PREGNANCY CATEGORIES,Num,1630,"1-4, 1=Never smoker, 2=Smoked postpartum, 3=Smoked prepartum <5y, 4=Smoked prepartum 5+yr",,8,0,"Q2, 28, 84, 85 SMOKING IN RELATION TO FIRST PREGNANCY CATEGORIES",,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,
Q2,SECONDHAND SMOKE,chexp,CHILD EXPOSURE,Char,5635,"Y=Yes, N=None, U=Unknown,
E=Exposed other than age <20,
F=Unknown exposure in other
settings/time period",1,,,"Any age <20 exposure across any setting. Derived
variable for secondhand smoke section. Added
07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,adexp,ADULT EXPOSURE,Char,5636,"Y=Yes, N=None, U=Unknown,
E=Exposed other than age >=20,
F=Unknown exposure in other
settings/time period",1,,,"Any age >=20 exposure across any setting. Derived
variable for secondhand smoke section. Added
07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,chhous,CHILD HOME EXPOSURE,Char,5637,"Y=Yes, N=None, U=Unknown household
age <20 exposure, E=Exposed other
than household age <20, F=Unknown
exposure in other settings/time period",1,,,"Any household age <20 exposure. Derived variable
for secondhand smoke section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,adhous,ADULT HOME EXPOSURE,Char,5638,"Y=Yes, N=None, U=Unknown household
age >=20 exposure, E=Exposed other
than household age >=20, F=Unknown
exposure in other settings/time period",1,,,"Any household age >=20. Derived variable for
secondhand smoke section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,chwork,CHILD WORK EXPOSURE,Char,5639,"Y=Yes, N=None, U=Unknown workplace
age <20 exposure, E=Exposed other
than workplace age <20, F=Unknown
exposure in other settings/time period",1,,,"Any workplace age <20 exposure. Derived variable
for secondhand smoke section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,adwork,ADULT WORK EXPOSURE,Char,5640,"Y=Yes, N=None, U=Unknown workplace
age >=20 exposure, E=Exposed other
than workplace age >=20, F=Unknown
exposure in other settings/time period",1,,,"Any workplace age >=20 exposure. Derived variable
for secondhand smoke section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,chothr,CHILD OTHER EXPOSURE,Char,5641,"Y=Yes, N=None, U=Unknown social
setting age <20 exposure, E=Exposed
other than social setting age <20,
F=Unknown exposure in other
settings/time period",1,,,"Any social setting age <20 exposure. Derived
variable for secondhand smoke section. Added
07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,adothr,ADULT OTHER EXPOSURE,Char,5642,"Y=Yes, N=None, U=Unknown social
setting age >=20 exposure, E=Exposed
other than social setting age >=20,
F=Unknown exposure in other
settings/time period",1,,,"Any social setting age >=20 exposure. Derived
variable for secondhand smoke section. Added
07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,anyexp,ANY EXPOSURE,Char,5643,"Y=Yes, N=None, U=Unknown",1,,,"Any lifetime exposure across any setting (home,
work, social) and time period (age<20 and age
>=20). Derived variable for secondhand smoke
section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,anyhous,ANY HOME EXPOSURE,Char,5644,"Y=Yes, N=None, E=Exposed in setting
other than household, F=Unknown
exposure in other settings, U=Unknown
household exposure",1,,,"Any household lifetime exposure. Derived variable
for secondhand smoke section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,anywork,ANY WORK EXPOSURE,Char,5645,"Y=Yes, N=None, E=Exposed in setting
other than workplace, F=Unknown
exposure in other settings, U=Unknown
workplace exposure",1,,,"Any workplace lifetime exposure. Derived variable for
secondhand smoke section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,anyothr,ANY OTHER EXPOSURE,Char,5646,"Y=Yes, N=None, E=Exposued in setting
other than social setting, F=Unknown
exposure in other settings, U=Unknown
household exposure",1,,,"Any social lifetime exposure. Derived variable for
secondhand smoke section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,anyyrs,ANY YEARS ETS EXPOSURE NONEXPOSED,Num,5647,"0.5-204, 0=None, .=missing/unknown",,4,1,"Cumulative lifetime years exposure. Derived variable
for secondhand smoke section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,adyrs,ADULT YEARS ETS EXPOSURE NONEXPOSED,Num,5648,"0.5-163.5, 0=None,
.=missing/unknown at age >=20",,4,1,"Cumulative age >=20 across settings years
exposure. Derived variable for secondhand smoke
section. Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,chyrs,CHILD YEARS ETS EXPOSURE 0:NONEXPOSED,Num,5649,"3.0-52.5, 0=None,
.=missing/unknown at age <20",,4,1,"Cumulative age <20 across settings years exposure.
Derived variable for secondhand smoke section.
Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,anysev,"ANY SEVERITY-YEARS EXPOSURE
0:NON-EXPOSED",Num,5650,"0.5-604.5, 0=None,
.=missing/unknown",,4,1,"Cumulative lifetime intensity-years exposure. Derived
variable for secondhand smoke section. Added
07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,adsev,"ADULT SEVERITY-YEARS EXPOSURE
0:NON-EXPOSED",Num,5651,"0.5-490.5, 0=None,
.=missing/unknown at age >=20",,4,1,"Cumulative age >=20 intensity-years exposure.
Derived variable for secondhand smoke section.
Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,chsev,"CHILD SEVERITY-YEARS EXPOSURE
0:NON-EXPOSED",Num,5652,"3.0-157.5, 0=None,
.=missing/unknown at age <20",,4,1,"Cumulative age <20 intensity-years exposure.
Derived variable for secondhand smoke section.
Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,anyintsum,"ANY INTENSITY ETS EXPOSURE
(SUMMED) 0:NON-EXPOSED",Num,5653,"1.0-9.0, 0=None, .=missing/unknown",,2,1,"Cumulative lifetime intensity exposure. Derived
variable for secondhand smoke section. Added
07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,adintsum,"ADULT INTENSITY ETS EXPOSURE
(SUMMED) 0:NON-EXPOSED",Num,5654,"1.0-9.0, 0=None, .=missing/unknown
at age >=20",,2,1,"Cumulative age >=20 intensity-years exposure.
Derived variable for secondhand smoke section.
Added 07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,SECONDHAND SMOKE,chintsum,"CHILD INTENSITY ETS EXPOSURE
(SUMMED) 0:NON-EXPOSED",Num,5655,"1.0-9.0, 0=None, .=missing/unknown
at age <20",,2,1,"Cumulative age <20 intensity exposure. Derived
variable for secondhand smoke section. Added
07052018",,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,
Q2,PREGNANCY UPDATE,PRPREG,How many times have you been pregnant?,Char,1723,"A=0, B=1, C=2, D=3, E=4, F=5, G=6, H=7+, Z=problem",1,,,Q16 How many times have you been pregnant?,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q2,PREGNANCY UPDATE,PRLSTNON,Pregnancies since last survey-None,Char,1724,A=Yes,1,,,Q17 Pregnancies since last survey-None,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q2,PREGNANCY UPDATE,PRLSTLIV,Pregnancies since last survey-Live Birth,Char,1725,"A=Yes, Z=problem",1,,,Q17 Pregnancies since last survey-Live Birth,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q2,PREGNANCY UPDATE,PRLSTMIS,Pregnancies since last survey-Miscarriage,Char,1726,"A=Yes, Z=problem",1,,,Q17 Pregnancies since last survey-Miscarriage,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q2,PREGNANCY UPDATE,PRLSTABR,Pregnancies since last survey-Induced Abortion,Char,1727,"A=Yes, Z=problem",1,,,Q17 Pregnancies since last survey-Induced Abortion,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q2,PREGNANCY UPDATE,PRLSTECT,Pregnancies since last survey-Ectopic Preg,Char,1728,A=Yes,1,,,Q17 Pregnancies since last survey-Ectopic Preg,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q2,PREGNANCY UPDATE,PRLSTSTL,Pregnancies since last survey-Stillbirth,Char,1729,"A=Yes, Z=problem",1,,,Q17 Pregnancies since last survey-Stillbirth,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q2,PREGNANCY UPDATE,PRLSTCUR,Pregnancies since last survey-Currently Preg,Char,1730,A=Yes,1,,,Q17 Pregnancies since last survey-Currently Preg,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q2,PREGNANCY UPDATE,PRNAUS,How many pregs have you had nausea/vomiting?,Char,1731,"A=0, B=1, C=2, D=3, E=4, F=5, G=6, H=7+",1,,,Q18 How many pregs have you had nausea/vomiting?,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
Q2,PREGNANCY UPDATE,PRNAUSRX,Have you received treatment for nausea/vomiting?,Char,1732,Y/N,1,,,Q19 Have you received treatment for nausea/vomiting?,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,
